,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,rsi,ma,trend
60,1611804840,31046.83,31110.01,31045.01,31102.1,6.48939876,201802.5384,31097.26275,38.399266917545816,31158.57272727274,downtrend
61,1611804900,31087.01,31131.65,31079.84,31131.65,7.29749949,226988.3738,31104.95233,44.380849122460596,31144.53272727274,downtrend
62,1611804960,31119.93,31149.81,31106.06,31144.73,10.2240772,318345.9865,31136.8919,46.91598759703016,31137.981818181834,downtrend
63,1611805020,31144.73,31163.47,31091.24,31130.28,18.05410085,562409.4881,31151.342999999997,44.43015025489235,31128.456363636382,downtrend
64,1611805080,31138.38,31138.38,31077.05,31112.11,24.19146154,752837.7225,31119.97683,41.36777387442458,31119.190000000017,downtrend
65,1611805140,31123.79,31163.64,31116.69,31132.72,7.57567408,235898.875,31138.994689999996,46.0539736583813,31116.009090909105,downtrend
66,1611805200,31133.95,31150.05,31093.3,31132.89,11.44610351,356291.7179,31127.773530000002,46.09346067188462,31114.610909090923,downtrend
67,1611805260,31142.18,31185.38,31138.15,31177.76,5.76049985,179476.9683,31156.49215,55.62020948900506,31118.59272727274,uptrend
68,1611805320,31179.27,31220.02,31166.03,31212.1,18.50332577,577109.6124,31189.5072,61.41831559525628,31129.270000000008,uptrend
69,1611805380,31212.1,31269.99,31212.1,31250.43,8.25457797,257899.8243,31243.247710000003,66.79804665089846,31143.71727272728,uptrend
70,1611805440,31250.43,31256.37,31233.36,31249.28,7.57299188,236641.8934,31248.13774,66.48898466323772,31161.459090909095,uptrend
71,1611805500,31249.05,31407.34,31248.86,31405.37,16.9132682,530307.8318,31354.545169999998,80.26182581506009,31189.029090909098,uptrend
72,1611805560,31384.5,31476.9,31364.56,31461.92,34.81777063,1093840.294,31416.1497,83.06381558450711,31219.05363636364,uptrend
73,1611805620,31443.08,31520.55,31423.83,31520.55,24.14269612,759799.3690000001,31471.18968,85.44416855614725,31253.219090909093,uptrend
74,1611805680,31520.55,31539.0,31490.71,31525.0,57.79355585,1821942.711,31525.01493,85.61467588316934,31289.102727272726,uptrend
75,1611805740,31535.58,31580.0,31499.7,31567.58,30.19108858,952145.5734,31537.30515,87.2078156375793,31330.509090909094,uptrend
76,1611805800,31537.93,31555.44,31519.87,31527.73,15.07051911,475163.0295,31529.307389999998,78.2018290939055,31366.41909090909,uptrend
77,1611805860,31515.69,31547.64,31498.71,31540.0,41.90970611,1321668.868,31536.10442,78.94568816549149,31403.42909090909,uptrend
78,1611805920,31540.0,31596.24,31540.0,31591.68,35.06873309,1107192.221,31572.06216,81.8450424162516,31441.058181818178,uptrend
79,1611805980,31591.84,31591.84,31476.2,31508.61,26.52490952,836885.1471,31550.9143,65.68908680214825,31468.013636363634,uptrend
80,1611806040,31499.57,31511.88,31468.61,31501.43,14.33534092,451528.7064,31497.591089999998,64.4669629823549,31490.831818181814,uptrend
81,1611806100,31504.43,31506.79,31447.29,31494.05,9.79341365,308398.8537,31490.434760000004,63.125688928872904,31513.08363636363,uptrend
82,1611806160,31492.96,31522.98,31481.25,31515.25,27.27024713,859334.3162,31511.79056,65.42193282809268,31523.07272727272,uptrend
83,1611806220,31516.58,31535.77,31500.31,31524.26,4.60937933,145279.6738,31518.27249,66.40969959162857,31528.739999999994,uptrend
84,1611806280,31520.05,31530.92,31482.59,31506.56,25.69375541,809681.6377,31512.77907,62.51187588379197,31527.468181818178,downtrend
85,1611806340,31510.05,31529.84,31483.42,31505.12,6.99584837,220371.7012,31500.35415,62.18196107655754,31525.660909090904,downtrend
86,1611806400,31508.08,31578.54,31500.89,31502.5,11.70561434,369421.0861,31559.307810000002,61.52552731311095,31519.74454545454,downtrend
87,1611806460,31510.95,31524.17,31453.92,31453.92,28.97787338,912222.6523,31479.97233,50.534710114638,31513.034545454542,downtrend
88,1611806520,31457.42,31470.14,31406.45,31406.45,5.31397848,167059.1166,31437.672769999997,42.32558584672178,31500.89363636363,downtrend
89,1611806580,31431.1,31486.66,31422.36,31461.5,14.16861625,445899.9757,31470.96144,52.30823919759304,31489.059090909086,downtrend
90,1611806640,31491.12,31651.57,31491.12,31646.48,23.9505634,757338.8384,31620.91955,71.02972620281632,31501.592727272724,uptrend
91,1611806700,31646.72,31677.01,31600.89,31602.57,33.03249013,1045277.8840000001,31643.932389999998,64.36554792168964,31510.78727272727,uptrend
92,1611806760,31558.74,31559.7,31472.98,31501.84,3.7945900000000004,119654.0284,31532.79495,51.94356087426889,31511.495454545457,downtrend
93,1611806820,31492.35,31492.35,31450.0,31450.0,15.01002439,472306.292,31466.0576,46.780940406996166,31505.563636363637,downtrend
94,1611806880,31424.23,31503.66,31424.23,31449.59,4.82943028,151941.1498,31461.50601,46.74011743358919,31498.775454545455,downtrend
95,1611806940,31467.25,31467.25,31422.66,31460.13,12.09477947,380354.4369,31447.819110000004,48.035379628227076,31494.55454545455,downtrend
96,1611807000,31454.95,31464.58,31408.39,31414.99,1.94397401,61106.4869,31433.79829,43.05297405049216,31486.360909090912,downtrend
97,1611807060,31422.17,31434.43,31404.29,31404.29,6.13474579,192757.7756,31420.66228,41.908105586427844,31477.432727272728,downtrend
98,1611807120,31409.8,31451.37,31378.07,31443.92,4.50594338,141510.6133,31405.32434,47.63823579955269,31476.523636363636,uptrend
99,1611807180,31448.04,31448.04,31385.44,31391.65,8.68225956,272738.6323,31413.32396,41.621600994920065,31475.178181818184,downtrend
100,1611807240,31389.88,31405.74,31388.71,31405.74,8.58294174,269486.1765,31397.8802,43.74944967920643,31470.109090909093,downtrend
101,1611807300,31382.9,31397.28,31363.76,31363.76,4.66159377,146255.7281,31374.618919999997,39.03886635743911,31444.407272727276,downtrend
102,1611807360,31361.59,31422.04,31341.67,31407.82,10.51842532,330071.9484,31380.35764,45.839429468956176,31426.702727272732,downtrend
103,1611807420,31407.82,31407.82,31350.73,31365.72,13.17207762,413598.2792,31399.62359,40.98526305348403,31414.328181818186,downtrend
104,1611807480,31382.08,31382.08,31351.09,31378.13,7.19259107,225597.7063,31365.29022,42.963487640777544,31407.79454545455,downtrend
105,1611807540,31364.29,31364.29,31312.83,31352.12,14.36617984,450271.1778,31342.44335,39.85251019474898,31398.93363636364,downtrend
106,1611807600,31338.23,31394.13,31323.92,31355.69,13.23832101,415349.9725,31374.82255,40.50945762275987,31389.43909090909,downtrend
107,1611807660,31352.07,31352.07,31318.9,31343.88,6.49251315,203436.5219,31334.017689999997,38.94589953366074,31382.97454545455,downtrend
108,1611807720,31351.16,31379.24,31328.07,31337.36,10.35602794,324773.9819,31360.863810000003,38.045133718882894,31376.890000000003,downtrend
109,1611807780,31352.1,31353.57,31304.66,31339.18,10.84251313,339763.8588,31336.264460000002,38.48640185732977,31367.368181818187,downtrend
110,1611807840,31332.17,31332.17,31277.56,31277.56,11.1116926,347807.2094,31301.010739999998,30.353526769333552,31356.996363636365,downtrend
111,1611807900,31306.97,31362.82,31305.14,31328.5,22.39764791,701796.9347,31333.51044,41.67463613539968,31349.97454545455,downtrend
112,1611807960,31313.21,31341.32,31313.21,31339.53,9.11924443,285764.5781,31336.43147,43.86976869085713,31347.771818181816,downtrend
113,1611808020,31334.62,31353.79,31311.69,31346.05,6.02936098,188993.7588,31345.57035,45.223788017472735,31342.15636363636,downtrend
114,1611808080,31373.83,31386.25,31301.37,31367.9,6.79910676,213271.6422,31367.5972,49.73845005020181,31342.35454545455,downtrend
115,1611808140,31376.98,31398.57,31346.08,31374.74,17.11849283,537129.4994,31377.14895,51.13918544483695,31342.046363636364,uptrend
116,1611808200,31372.48,31409.73,31333.63,31343.12,14.50288731,454740.0107,31355.13646,44.73542538010596,31341.228181818184,downtrend
117,1611808260,31326.13,31330.28,31294.05,31302.79,20.60401219,645225.5907,31315.5314,37.993098477301565,31336.41909090909,downtrend
118,1611808320,31312.48,31312.48,31270.32,31272.56,7.47217662,233774.4359,31285.98905,33.75593004420818,31329.93545454545,downtrend
119,1611808380,31270.26,31289.04,31220.8,31242.64,21.01882152,657226.4249,31268.47165,30.068198062525827,31321.324545454547,downtrend
120,1611808440,31235.44,31253.14,31219.58,31231.84,16.48771681,514973.6588,31233.77631,28.806043502722897,31311.566363636368,downtrend
121,1611808500,31242.6,31260.3,31221.15,31236.71,15.91294606,497225.8419,31246.62398,30.27250907748044,31307.852727272733,downtrend
122,1611808560,31219.73,31264.25,31219.73,31228.43,10.49014803,327794.9105,31247.882260000002,29.138655138389613,31298.75545454546,downtrend
123,1611808620,31242.72,31273.92,31234.8,31253.22,1.83735776,57419.92838,31251.35977,36.98964315980131,31290.909090909092,downtrend
124,1611808680,31248.08,31269.49,31236.77,31247.57,7.86852534,245921.9967,31253.88635,35.98014112572525,31281.956363636364,downtrend
125,1611808740,31236.73,31237.76,31182.16,31200.14,12.89073345,402276.3405,31206.62933,28.67950269247427,31266.705454545456,downtrend
126,1611808800,31182.27,31195.95,31112.7,31188.48,29.22604765,910651.6395,31158.90491,27.173431901255192,31249.772727272728,downtrend
127,1611808860,31188.48,31235.61,31171.68,31221.81,4.74424569,148068.3219,31210.08725,37.583784838410004,31238.744545454545,downtrend
128,1611808920,31229.14,31279.9,31227.48,31279.9,10.89501891,340473.0557,31250.34096,51.115926867300786,31236.66363636364,uptrend
129,1611808980,31281.6,31292.23,31247.68,31292.23,16.81471655,525863.1008,31273.97951,53.49385460597144,31238.45181818182,uptrend
130,1611809040,31283.35,31283.35,31241.17,31273.54,13.40094042,419139.7451,31276.89042,49.443059126678904,31241.26090909091,uptrend
131,1611809100,31273.54,31305.88,31261.79,31292.34,8.29124301,259346.7777,31279.60155,53.38799750002271,31246.76090909091,uptrend
132,1611809160,31292.36,31292.36,31248.56,31273.29,15.00322449,469179.8054,31271.931289999997,49.076504555554145,31250.08636363636,uptrend
133,1611809220,31273.81,31281.54,31218.41,31281.54,13.86612828,433353.869,31252.69435,50.981358909059985,31254.91454545454,uptrend
134,1611809280,31281.55,31311.17,31281.55,31286.68,7.84875304,245646.1015,31297.46855,52.21864100117274,31257.956363636356,uptrend
135,1611809340,31294.94,31306.42,31294.94,31299.25,3.1751788,99388.01942000001,31301.550460000002,55.28544500744673,31262.654545454538,uptrend
136,1611809400,31292.7,31310.8,31251.59,31299.13,6.94213202,217212.4522,31289.012010000002,55.247831293461125,31271.653636363626,uptrend
137,1611809460,31299.13,31317.64,31297.43,31312.64,3.97586468,124460.8988,31304.10838,58.75784156966746,31282.940909090903,uptrend
138,1611809520,31319.75,31341.94,31313.86,31341.94,11.74060713,367764.7695,31324.16965,65.31360443748835,31293.861818181813,uptrend
139,1611809580,31341.94,31348.63,31290.24,31297.36,12.681173699999999,397368.8954,31335.34047,51.47962417095347,31295.449090909082,uptrend
140,1611809640,31298.21,31298.21,31207.6,31220.83,5.05064635,157809.8887,31245.48379,36.66612507093239,31288.958181818176,downtrend
141,1611809700,31222.23,31320.06,31222.23,31320.06,4.28906158,134015.5716,31245.895889999996,55.22726609298039,31293.187272727268,uptrend
142,1611809760,31333.75,31442.16,31333.75,31423.72,17.33554615,544594.1476,31414.88263,66.59171725415584,31305.130909090898,uptrend
143,1611809820,31423.72,31428.68,31335.42,31345.58,5.39397728,169257.8017,31379.03497,54.916667929468986,31311.70272727272,uptrend
144,1611809880,31331.36,31375.23,31321.28,31333.54,6.86596035,215226.8086,31346.93439,53.31633848259787,31316.429999999993,uptrend
145,1611809940,31333.54,31427.82,31333.54,31406.72,8.51722381,267372.4188,31391.96817,60.9929820579748,31327.342727272724,uptrend
146,1611810000,31387.5,31458.97,31387.5,31417.8,15.19820821,477900.7346,31444.54452,62.04301522416027,31338.119999999995,uptrend
147,1611810060,31419.93,31419.93,31341.59,31341.63,12.99427498,407575.279,31365.75758,51.46157008032448,31341.98363636363,uptrend
148,1611810120,31351.04,31351.04,31290.31,31301.91,17.80673165,557851.9622,31328.150110000002,46.833581927950796,31341.008181818175,downtrend
149,1611810180,31291.77,31291.77,31211.02,31211.02,21.20338046,662260.4514,31233.720139999998,38.11788114902925,31329.106363636358,downtrend
150,1611810240,31228.44,31237.18,31201.5,31213.8,2.55461644,79756.60851,31220.580619999997,38.506799305706,31321.509999999995,downtrend
151,1611810300,31225.66,31325.03,31221.43,31289.26,5.27201683,164967.2276,31291.10413,48.30546937898601,31327.7309090909,downtrend
152,1611810360,31292.84,31300.55,31229.14,31229.14,7.87684624,246196.0466,31255.66237,42.33390608168832,31319.46545454545,downtrend
153,1611810420,31236.37,31252.77,31185.74,31252.77,20.18182371,630033.0118,31217.843389999998,45.28769195965931,31303.924545454538,downtrend
154,1611810480,31262.84,31287.2,31244.24,31287.2,7.38953535,231068.9359,31269.75175,49.477321592702296,31298.617272727264,downtrend
155,1611810540,31294.18,31315.79,31253.52,31255.52,2.77671608,86913.53097,31300.83468,45.885063172071796,31291.52454545454,downtrend
156,1611810600,31238.52,31239.77,31199.07,31199.07,10.01140029,312563.762,31220.783610000002,40.118206433998715,31272.647272727274,downtrend
157,1611810660,31199.28,31210.5,31121.55,31123.13,10.16098943,316748.7247,31173.0198,33.77354300786614,31245.859090909093,downtrend
158,1611810720,31135.31,31215.98,31135.31,31215.98,3.59154153,111974.3311,31177.23411,45.48590956377087,31234.436363636363,downtrend
159,1611810780,31235.95,31305.8,31235.95,31292.37,11.86317365,370798.2274,31256.24207,53.07259031479584,31233.56909090909,uptrend
160,1611810840,31306.48,31320.53,31259.71,31278.8,6.80208184,212845.1143,31291.17222,51.65371119676349,31239.730909090908,uptrend
161,1611810900,31284.16,31330.54,31284.16,31330.54,3.98727203,124871.6982,31317.576839999998,56.57235587066642,31250.343636363632,uptrend
162,1611810960,31314.74,31345.86,31290.95,31328.7,8.76186004,274461.3515,31324.55327,56.34584289927107,31253.92909090909,uptrend
163,1611811020,31305.03,31308.91,31235.06,31241.94,6.94734251,217211.4788,31265.40522,46.57557915723788,31255.092727272724,downtrend
164,1611811080,31253.66,31302.05,31253.66,31269.64,15.98506669,500091.8869,31284.94217,49.67140774612621,31256.62636363636,downtrend
165,1611811140,31279.07,31288.48,31223.08,31223.08,5.66413382,176997.6509,31248.84697,44.82068687292387,31250.797272727268,downtrend
166,1611811200,31223.08,31236.04,31173.99,31173.99,6.60322778,206021.1381,31200.06533,40.21946043014132,31243.38545454545,downtrend
167,1611811260,31179.1,31231.31,31173.07,31224.95,7.41904729,231482.1703,31201.06414,46.54864415918587,31245.738181818175,uptrend
168,1611811320,31232.94,31248.83,31191.2,31194.22,9.90303285,309364.8651,31239.40613,43.465305419758266,31252.200909090905,downtrend
169,1611811380,31205.64,31269.69,31195.18,31269.69,3.74681114,116975.7866,31220.09149,52.11976168354475,31257.083636363634,downtrend
170,1611811440,31280.6,31292.43,31186.69,31210.44,6.83300283,213539.9608,31251.261880000002,45.9798293173032,31249.635454545452,downtrend
171,1611811500,31182.16,31234.47,31180.97,31206.17,9.30632514,290513.4184,31216.77075,45.550146531274635,31243.032727272726,downtrend
172,1611811560,31214.09,31276.15,31209.91,31241.61,4.88936246,152797.0106,31250.906810000004,49.87029871734541,31234.94818181818,downtrend
173,1611811620,31261.33,31271.8,31140.9,31190.59,24.49717466,763837.2595,31180.62675,44.253897923965894,31222.392727272727,downtrend
174,1611811680,31198.81,31242.53,31177.95,31218.71,0.91966751,28710.311869999998,31218.14304,47.85054829062135,31220.28090909091,downtrend
175,1611811740,31240.75,31240.75,31162.74,31176.31,9.28241449,289568.8091,31195.41897,43.18284736100574,31211.796363636364,downtrend
176,1611811800,31169.37,31217.64,31146.07,31208.0,6.17561787,192558.875,31180.50356,47.44059953510215,31210.425454545453,uptrend
177,1611811860,31207.99,31256.87,31207.99,31253.55,3.59403741,112271.7716,31238.342510000002,53.05858629547452,31217.65818181818,uptrend
178,1611811920,31253.55,31278.38,31221.21,31272.22,9.54651889,298482.8199,31266.14249,55.23758630714694,31221.95545454545,uptrend
179,1611811980,31271.61,31292.92,31255.77,31259.71,8.73321116,273144.9356,31276.575210000003,53.39235577010598,31227.909090909092,downtrend
180,1611812040,31281.98,31306.47,31281.71,31306.45,4.8942836,153172.6189,31296.2287,59.06860407338543,31231.25090909091,uptrend
181,1611812100,31300.0,31313.01,31248.68,31292.37,6.78218766,212157.6227,31281.591330000003,56.75504730588364,31238.699090909093,uptrend
182,1611812160,31257.99,31307.8,31256.61,31297.8,5.42734301,169837.423,31292.922280000003,57.468861413802195,31247.02909090909,uptrend
183,1611812220,31296.24,31331.3,31250.91,31298.64,9.31639316,291629.4216,31302.824660000002,57.589188453082606,31252.21363636364,uptrend
184,1611812280,31298.64,31339.26,31290.45,31320.25,17.97198879,562874.1256,31319.52352,60.76234999399056,31264.00090909091,uptrend
185,1611812340,31326.67,31342.88,31303.74,31338.46,4.13098372,129399.0632,31324.03125,63.33112382586648,31274.887272727272,uptrend
186,1611812400,31337.11,31351.18,31306.27,31318.51,12.93527599,405319.8097,31334.45394,58.6566714555486,31287.81454545455,uptrend
187,1611812460,31319.72,31336.18,31279.4,31318.29,5.61440341,175817.6021,31315.45585,58.60367148348227,31297.840909090908,uptrend
188,1611812520,31324.05,31484.44,31321.47,31473.47,7.66415542,240715.6298,31407.97865,75.76548355130235,31317.833636363634,uptrend
189,1611812580,31500.0,31558.37,31446.02,31558.37,34.87523548,1099256.465,31519.6858,80.64362848542258,31343.847272727267,uptrend
190,1611812640,31558.37,31567.73,31504.18,31509.34,9.53209044,300705.7738,31546.676539999997,71.41905803144473,31366.540909090905,uptrend
191,1611812700,31519.98,31589.35,31511.31,31565.77,8.466595800000002,267395.4934,31582.409239999997,75.0663285197366,31390.115454545452,uptrend
192,1611812760,31583.08,31596.24,31531.5,31595.71,10.21970454,322634.2082,31569.8176,76.81084693399609,31417.69181818182,uptrend
193,1611812820,31596.23,31634.16,31579.16,31614.91,21.43086825,677630.3508,31619.36058,77.91201195360703,31446.519999999997,uptrend
194,1611812880,31634.16,31690.0,31610.27,31690.0,18.48287967,585269.5599,31665.496410000003,81.6902426678419,31482.09818181818,uptrend
195,1611812940,31673.09,31692.05,31631.09,31682.11,27.6194578,874871.4838,31675.91088,80.09080484067727,31514.99454545454,uptrend
196,1611813000,31678.05,31700.0,31606.62,31644.62,3.8013262,120365.3201,31664.0335,72.5874631632281,31542.827272727267,uptrend
197,1611813060,31629.54,31647.63,31577.46,31589.52,9.9064244,313279.9029,31623.91296,62.95579663024777,31567.46454545454,uptrend
198,1611813120,31563.73,31632.87,31563.73,31600.12,4.88906287,154559.4073,31613.2992,63.97750137409937,31593.08545454545,uptrend
199,1611813180,31634.71,31647.88,31601.19,31647.88,1.52101517,48095.0983,31620.39357,68.34792273955064,31608.940909090907,uptrend
200,1611813240,31647.88,31685.24,31641.17,31661.61,11.17421161,353915.5021,31672.5255,69.5287947250867,31618.32636363636,uptrend
201,1611813300,31661.66,31661.66,31619.92,31619.92,5.52582058,174846.4866,31641.723439999998,61.75565962618524,31628.379090909086,uptrend
202,1611813360,31638.3,31737.33,31610.59,31717.86,5.63681743,178535.8877,31673.17195,70.39502603547281,31642.205454545445,uptrend
203,1611813420,31709.67,31721.66,31675.8,31676.98,2.42191947,76779.53018,31701.93358,63.719362785327114,31649.593636363625,uptrend
204,1611813480,31726.79,31862.61,31690.15,31833.65,81.25201056,2582292.437,31781.27432,74.15572677394772,31669.47909090908,uptrend
205,1611813540,31828.09,31848.14,31765.09,31778.96,5.39725149,171619.556,31797.583689999996,66.71250236225464,31677.566363636357,uptrend
206,1611813600,31772.98,31856.31,31772.98,31816.75,10.38776776,330521.2875,31818.317000000003,69.09418085777413,31689.80636363636,uptrend
207,1611813660,31807.57,31862.61,31793.62,31862.61,7.29635452,232397.6527,31851.200780000003,71.81348633786311,31709.62363636363,uptrend
208,1611813720,31862.61,31900.84,31854.28,31868.5,16.29489796,519681.3717,31892.2753,72.16301172113438,31734.985454545447,uptrend
209,1611813780,31868.59,31868.59,31786.27,31800.4,7.06158704,224724.9971,31823.582410000003,62.246841254208434,31753.192727272723,uptrend
210,1611813840,31817.29,31838.86,31811.13,31811.13,1.05086327,33433.88586,31815.63845,63.133728982905154,31768.03363636363,uptrend
211,1611813900,31805.41,31823.12,31730.2,31730.2,3.99423996,126907.2434,31772.563660000003,52.748965546241,31774.26909090909,uptrend
212,1611813960,31749.76,31824.0,31718.8,31822.83,10.59363672,336519.3323,31766.17636,60.92330401931812,31792.715454545454,uptrend
213,1611814020,31803.3,31805.22,31752.27,31763.26,3.27295846,104051.1412,31791.15851,54.22075109907117,31796.842727272728,uptrend
214,1611814080,31783.2,31829.73,31762.43,31829.73,0.65882495,20940.18879,31784.1466,59.71552782933198,31810.72909090909,downtrend
215,1611814140,31810.69,31810.69,31772.91,31788.79,0.42196451,13413.881290000001,31789.121989999996,55.182750539187296,31806.650909090906,uptrend
216,1611814200,31773.8,31810.12,31773.8,31783.92,0.73521907,23370.21871,31786.74175,54.634620441627824,31807.10181818181,downtrend
217,1611814260,31774.57,31799.09,31769.79,31780.89,2.66645967,84764.90346,31789.3064,54.262016544289274,31803.841818181812,downtrend
